Customer_ID,Age,Monthly_Charges,Tenure_Months,Support_Calls,Satisfaction,Churn
10819,49,103.06,46,2,2,0
10820,65,114.48,65,3,4,0
10821,19,77.12,10,1,2,1
10822,49,73.9,1,7,5,0
10823,24,25.57,40,3,5,0
10824,49,107.6,13,2,2,0
10825,47,59.73,43,2,3,0
10826,22,117.27,66,2,2,0
10827,50,64.17,25,6,2,1
10828,61,84.33,40,0,4,1
10829,59,53.39,50,4,2,0
10830,19,41.86,11,1,1,0
10831,29,106.37,65,1,2,0
10832,29,77.14,15,2,5,0
10833,39,81.33,59,3,2,0
10834,24,126.37,48,3,2,0
10835,59,126.18,11,1,4,0
10836,55,114.84,53,2,1,1
10837,56,44.7,15,1,2,0
10838,27,87.4,44,2,1,1
10839,18,117.21,70,1,5,0
10840,61,64.32,69,0,5,0
10841,31,35.62,63,1,4,0
10842,49,110.15,36,3,2,0
10843,61,75.59,41,3,4,0
10844,19,84.26,22,1,4,0
10845,18,128.13,67,3,5,1
10846,18,88.76,35,1,1,0
10847,25,69.62,56,3,4,0
10848,20,63.85,26,3,1,1
10849,57,68.85,54,2,3,0
10850,47,37.43,17,1,5,0
10851,65,108.45,53,2,1,0
10852,56,112.96,4,1,1,1
10853,64,54.86,8,0,5,0
10854,29,56.9,26,2,1,0
10855,31,116.81,35,4,4,0
10856,58,27.52,52,4,3,1
10857,29,79.65,26,4,2,0
10858,20,73.69,2,4,5,0
10859,50,97.46,24,2,5,0
10860,56,42.16,32,1,2,0
10861,64,95.17,40,1,1,0
10862,62,64.56,47,2,1,1
10863,23,89.97,18,3,1,1
10864,55,29.21,44,2,5,0
10865,58,73.48,46,1,3,0
10866,51,79.84,56,2,4,0
10867,57,47.5,38,0,2,0
10868,58,39.66,59,2,5,0
10869,39,44.79,16,2,4,0
10870,19,61.13,52,2,4,0
10871,39,35.17,4,3,3,0
10872,27,124.47,8,1,4,0
10873,23,67.52,63,1,3,0
10874,23,109.94,35,2,2,0
10875,51,127.31,45,0,3,0
10876,42,33.48,44,3,2,1
10877,43,93.43,51,1,5,0
10878,53,116.5,18,3,4,0
10879,44,91.59,13,2,4,0
10880,48,70.05,4,4,4,0
10881,22,70.26,63,2,3,1
10882,58,28.77,17,2,5,0
10883,39,81.13,42,2,2,0
10884,25,129.32,33,1,3,0
10885,57,125.66,12,0,1,1
10886,53,29.24,30,1,2,0
10887,20,99.11,6,2,3,1
10888,27,56.69,13,6,3,0
10889,18,119.81,11,1,5,0
10890,30,29.74,60,1,4,0
10891,22,123.27,41,2,3,0
10892,52,112.93,67,1,3,0
10893,43,37.34,32,4,4,0
10894,65,31.28,15,0,4,0
10895,53,112.64,44,4,2,0
10896,47,41.35,67,3,3,0
10897,42,81.16,39,3,3,0
10898,20,121.15,2,2,1,0
10899,21,84.58,22,2,5,0
10900,47,66.71,67,3,3,0
10901,18,71.73,38,1,2,0
10902,20,31.63,69,4,4,0
10903,28,126.72,37,3,4,0
10904,60,57.62,1,0,5,0
10905,40,44.88,63,1,1,0
10906,52,55.03,55,2,3,0
10907,37,126.26,52,2,1,0
10908,26,34.9,70,1,3,0
10909,35,116.07,15,1,3,0
10910,22,99.32,66,3,3,0
10911,54,112.15,17,0,5,0
10912,26,127.47,70,3,3,1
10913,36,113.43,14,3,3,0
10914,65,124.06,40,2,1,0
10915,46,38.33,57,1,2,0
10916,40,108.56,6,3,5,0
10917,44,82.3,5,4,3,1
10918,55,82.07,62,2,5,0
10919,30,119.39,5,1,3,1
10920,48,127.04,45,4,3,0
10921,59,99.01,68,3,3,0
10922,45,75.71,45,2,3,0
10923,39,72.92,35,2,1,0
10924,24,65.57,31,4,1,0
10925,29,62.97,46,3,3,1
10926,63,66.11,42,1,3,0
10927,43,34.42,37,2,3,0
10928,32,33.13,12,3,3,0
10929,38,106.89,48,5,2,0
10930,45,71.84,54,1,4,0
10931,43,122.72,52,3,4,0
10932,51,89.28,6,2,1,1
10933,30,28.69,51,3,3,0
10934,49,41.54,53,1,4,0
10935,39,46.61,14,3,4,1
10936,63,127.45,62,1,2,1
10937,25,47.96,38,6,5,0
10938,25,79.15,35,3,4,0
10939,40,123.3,53,2,3,0
10940,42,127.61,37,2,4,0
10941,51,49.82,40,2,5,0
10942,37,30.16,23,2,2,0
10943,61,41.13,67,0,1,1
10944,40,31.65,70,2,3,0
10945,24,45.49,10,2,1,0
10946,23,84.7,53,3,5,0
10947,64,120.81,2,1,5,0
10948,24,81.41,27,4,4,0
10949,63,90.73,70,1,5,0
10950,31,46.2,13,2,1,1
10951,22,109.06,28,1,4,0
10952,32,89.87,16,0,3,0
10953,47,115.73,53,4,2,0
10954,38,124.63,34,1,2,0
10955,55,61.53,43,2,3,0
10956,47,34.51,68,2,4,0
10957,37,48.72,38,0,1,0
10958,48,70.97,53,4,4,0
10959,64,124.3,8,2,5,0
10960,37,64.72,16,2,1,1
10961,25,105.93,69,3,5,0
10962,37,81.75,62,6,4,1
10963,58,44.19,48,2,2,0
10964,28,58.68,28,0,4,0
10965,63,93.59,15,1,4,0
10966,46,95.65,62,2,4,0
10967,46,70.65,57,4,1,0
10968,33,49.01,18,1,1,0
10969,62,100.8,43,1,4,0
10970,19,42.73,45,3,2,1
10971,32,123.35,35,2,2,0
10972,38,44.73,67,1,3,0
10973,40,36.27,9,3,4,0
10974,40,77.25,19,1,1,0
10975,25,79.55,7,1,5,0
10976,28,78.36,50,1,3,0
10977,22,70.85,47,3,1,0
10978,45,129.46,72,2,1,0
10979,34,76.06,40,2,5,0
10980,45,75.18,11,2,1,1
10981,46,69.29,33,1,3,1
10982,51,32.02,7,2,4,0
10983,44,87.26,49,1,3,0
10984,49,48.94,49,5,2,0
10985,46,91.95,62,2,1,0
10986,49,30.34,25,4,4,0
10987,47,128.05,23,4,3,1
10988,33,74.25,6,3,1,0
10989,29,119.16,30,3,1,1
10990,55,74.93,35,3,3,1
10991,34,31.33,55,3,1,0
10992,44,111.33,55,2,2,0
10993,27,93.06,11,3,1,1
10994,38,107.08,21,1,4,0
10995,43,69.96,37,3,4,0
10996,48,91.98,25,1,4,0
10997,43,114.9,2,2,1,0
10998,35,91.26,61,0,2,0
10999,64,61.51,53,3,2,0
11000,42,94.57,38,2,4,0
