Employee_ID,Age,Experience,Monthly_Bonus,Department,Education,Promoted
51205,29.0,0.0,6063.0,Data,Bachelor,1
51206,32.0,8.0,8565.0,Web,PhD,0
51207,56.0,30.0,6454.0,Software,PhD,0
51208,42.0,12.0,2959.0,Web,Master,0
51209,36.0,6.0,6385.0,Software,,0
51210,52.0,24.0,8984.0,AI,Bachelor,0
51211,50.0,24.0,6896.0,AI,Master,1
51212,55.0,30.0,5994.0,AI,Bachelor,0
51213,50.0,,14276.0,AI,Bachelor,1
51214,45.0,16.0,7710.0,AI,Master,1
51215,33.0,12.0,10803.0,Web,Master,0
51216,23.0,0.0,6348.0,Data,Bachelor,0
51217,53.0,27.0,5833.0,Data,Master,0
51218,52.0,21.0,11206.0,Cloud,Master,1
51219,52.0,22.0,8479.0,Web,Bachelor,0
51220,60.0,30.0,5783.0,Software,Master,0
51221,24.0,3.0,2000.0,Web,Bachelor,0
51222,23.0,0.0,6774.0,AI,Bachelor,0
51223,48.0,17.0,12449.0,Cloud,Bachelor,0
51224,29.0,6.0,11358.0,Web,Bachelor,0
51225,31.0,4.0,9800.0,AI,Master,0
51226,45.0,14.0,7674.0,Web,Bachelor,0
51227,39.0,8.0,7927.0,Web,Bachelor,0
51228,37.0,10.0,7867.0,Data,Bachelor,0
51229,48.0,20.0,3025.0,Cloud,PhD,0
51230,49.0,25.0,5473.0,Web,Bachelor,0
51231,21.0,0.0,7791.0,AI,Bachelor,0
51232,58.0,30.0,11422.0,Cloud,Bachelor,1
51233,35.0,6.0,10856.0,AI,Bachelor,0
51234,50.0,27.0,8460.0,Data,Bachelor,0
51235,49.0,22.0,6793.0,AI,Master,0
51236,38.0,11.0,7109.0,Cloud,Master,0
51237,32.0,2.0,2000.0,Software,Master,0
51238,55.0,25.0,11123.0,Cloud,Master,1
51239,39.0,14.0,7453.0,Web,Bachelor,0
51240,39.0,9.0,8576.0,Web,Master,0
51241,51.0,24.0,8950.0,Web,Bachelor,0
51242,31.0,6.0,7666.0,Cloud,Master,0
51243,25.0,0.0,11609.0,Cloud,Master,0
51244,54.0,30.0,11651.0,Software,Bachelor,0
51245,44.0,18.0,13557.0,Data,Bachelor,1
51246,36.0,7.0,9594.0,Web,Bachelor,0
51247,50.0,26.0,5674.0,Web,Bachelor,0
51248,58.0,30.0,8441.0,Data,Master,0
51249,41.0,10.0,9729.0,AI,Master,0
51250,38.0,8.0,9612.0,AI,Master,0
51251,37.0,6.0,10871.0,Software,PhD,0
51252,55.0,29.0,13219.0,AI,Bachelor,1
51253,59.0,30.0,8163.0,Software,Bachelor,0
51254,34.0,6.0,6870.0,Web,Master,0
51255,39.0,15.0,17250.0,Web,Master,0
51256,44.0,17.0,5655.0,Web,Master,0
51257,52.0,23.0,7168.0,Cloud,Master,0
51258,49.0,22.0,9682.0,Web,Bachelor,1
51259,21.0,0.0,13133.0,AI,PhD,0
51260,27.0,3.0,8864.0,Web,Master,0
51261,45.0,22.0,4906.0,Software,Master,0
51262,30.0,4.0,10625.0,Data,Bachelor,0
51263,58.0,30.0,8892.0,Software,Master,1
51264,39.0,8.0,6460.0,Software,Bachelor,0
51265,45.0,17.0,5579.0,Data,Master,0
51266,39.0,11.0,7597.0,Web,Master,0
51267,45.0,14.0,7017.0,Data,Bachelor,0
51268,38.0,8.0,6665.0,AI,Bachelor,0
51269,40.0,9.0,9211.0,AI,Bachelor,0
51270,33.0,3.0,6168.0,AI,Bachelor,1
51271,47.0,22.0,6676.0,Cloud,Bachelor,0
51272,50.0,24.0,9424.0,Cloud,Bachelor,0
51273,49.0,18.0,4330.0,Software,Master,0
51274,34.0,9.0,7196.0,Cloud,Bachelor,0
51275,33.0,7.0,11085.0,Data,Master,0
51276,58.0,30.0,7258.0,Cloud,Bachelor,1
51277,33.0,7.0,11477.0,Cloud,Bachelor,0
51278,40.0,12.0,5837.0,Web,Bachelor,0
51279,36.0,13.0,5813.0,Data,Bachelor,0
51280,24.0,0.0,4083.0,Software,Bachelor,0
51281,39.0,18.0,5219.0,Software,Master,0
51282,52.0,28.0,9794.0,AI,Bachelor,0
51283,34.0,4.0,6450.0,Software,Master,0
51284,24.0,3.0,4784.0,Data,Bachelor,0
51285,37.0,6.0,8220.0,Cloud,Master,0
51286,22.0,0.0,6882.0,Data,Bachelor,0
51287,47.0,25.0,7063.0,Data,Bachelor,0
51288,50.0,23.0,8446.0,Cloud,Master,0
51289,59.0,30.0,10667.0,Web,Master,0
51290,58.0,27.0,8171.0,Software,PhD,0
51291,47.0,26.0,9587.0,Data,Bachelor,0
51292,38.0,7.0,9387.0,AI,Bachelor,0
51293,46.0,22.0,10201.0,Software,Master,0
51294,40.0,13.0,5627.0,Cloud,Bachelor,0
51295,29.0,8.0,4160.0,Cloud,Bachelor,0
51296,40.0,13.0,5621.0,Cloud,Bachelor,0
51297,57.0,30.0,9070.0,Software,Master,1
51298,33.0,6.0,13087.0,Software,Bachelor,0
51299,46.0,17.0,8839.0,Web,Master,0
51300,47.0,16.0,4648.0,AI,Bachelor,0
51301,29.0,5.0,8994.0,AI,Bachelor,0
51302,32.0,2.0,7209.0,AI,Bachelor,0
51303,53.0,30.0,2000.0,Data,Master,0
51304,32.0,6.0,5546.0,AI,PhD,0
51305,55.0,30.0,3138.0,Cloud,PhD,1
51306,,21.0,10335.0,Data,Bachelor,0
51307,55.0,30.0,6325.0,Data,Bachelor,1
51308,60.0,30.0,14013.0,Cloud,Bachelor,1
51309,51.0,22.0,7736.0,Data,Master,0
51310,56.0,29.0,9913.0,AI,Bachelor,0
51311,24.0,0.0,6353.0,Web,Master,0
51312,50.0,21.0,9494.0,Data,Bachelor,1
51313,31.0,8.0,7847.0,Software,Bachelor,0
51314,49.0,21.0,7975.0,Software,Master,0
51315,34.0,3.0,8413.0,AI,PhD,0
51316,24.0,0.0,5483.0,AI,Master,1
51317,29.0,3.0,9437.0,Software,Bachelor,0
51318,48.0,23.0,11640.0,AI,Bachelor,1
51319,58.0,30.0,7909.0,,Bachelor,0
51320,32.0,3.0,7739.0,Cloud,Bachelor,0
51321,57.0,27.0,8596.0,,Bachelor,1
51322,24.0,0.0,7239.0,AI,Bachelor,0
51323,56.0,26.0,3522.0,Cloud,PhD,0
51324,36.0,10.0,7901.0,Software,Bachelor,0
51325,32.0,6.0,6648.0,AI,Bachelor,0
51326,35.0,8.0,8052.0,Web,Master,0
51327,26.0,0.0,9014.0,AI,Bachelor,0
51328,30.0,6.0,10548.0,Data,Bachelor,0
51329,24.0,0.0,7121.0,Cloud,Master,0
51330,27.0,,2124.0,Software,Master,0
51331,35.0,9.0,13108.0,Software,Master,0
51332,42.0,20.0,6022.0,AI,Bachelor,1
51333,56.0,26.0,15536.0,Data,PhD,0
51334,50.0,23.0,7161.0,AI,Master,0
51335,40.0,9.0,11745.0,Software,Master,0
51336,48.0,19.0,2873.0,AI,Bachelor,0
51337,60.0,30.0,7429.0,Cloud,Bachelor,1
51338,40.0,17.0,8694.0,Data,Bachelor,0
51339,21.0,0.0,11732.0,AI,Master,0
51340,58.0,30.0,4148.0,Software,Bachelor,0
51341,55.0,24.0,5808.0,Data,Bachelor,0
51342,56.0,30.0,5087.0,Software,Master,0
51343,50.0,22.0,5810.0,Software,Master,0
51344,59.0,29.0,11690.0,Data,Bachelor,0
51345,27.0,4.0,8935.0,Cloud,Bachelor,0
51346,37.0,12.0,7349.0,Data,Bachelor,0
51347,37.0,14.0,8235.0,Software,Bachelor,0
51348,54.0,23.0,5090.0,Web,Bachelor,0
51349,53.0,29.0,14121.0,Software,Bachelor,0
51350,27.0,0.0,8962.0,Data,Master,0
51351,35.0,10.0,5285.0,Web,Master,0
51352,51.0,28.0,10293.0,Data,Master,0
51353,35.0,12.0,7958.0,Web,Master,0
51354,22.0,0.0,13515.0,Cloud,Bachelor,0
51355,52.0,30.0,8396.0,Cloud,Bachelor,1
51356,26.0,,11760.0,Software,Bachelor,0
51357,24.0,0.0,13423.0,Data,Master,0
51358,35.0,6.0,10371.0,Web,Bachelor,0
51359,55.0,30.0,,Data,Bachelor,0
51360,39.0,13.0,11408.0,AI,Bachelor,0
51361,57.0,26.0,6597.0,Software,Bachelor,0
51362,60.0,30.0,3900.0,AI,Master,0
51363,37.0,11.0,18000.0,Data,Master,1
51364,29.0,4.0,10585.0,AI,Master,0
51365,41.0,16.0,10038.0,AI,,0
51366,33.0,9.0,8349.0,Web,Master,0
51367,31.0,1.0,2735.0,AI,Bachelor,0
51368,52.0,25.0,7393.0,Web,Master,1
51369,58.0,30.0,6008.0,AI,Bachelor,0
51370,54.0,27.0,4381.0,Data,Master,0
51371,25.0,0.0,6518.0,Cloud,Bachelor,0
51372,28.0,0.0,2000.0,Cloud,Master,0
51373,60.0,30.0,5758.0,Web,Master,0
51374,21.0,0.0,13319.0,Web,Bachelor,0
51375,50.0,25.0,6785.0,Software,Bachelor,0
51376,31.0,0.0,5903.0,Data,Bachelor,0
51377,41.0,19.0,12802.0,AI,Bachelor,0
51378,26.0,0.0,9300.0,AI,Bachelor,0
51379,46.0,25.0,6061.0,Data,Bachelor,0
51380,34.0,8.0,,Data,Bachelor,0
51381,39.0,16.0,9922.0,Software,Bachelor,0
51382,28.0,0.0,11168.0,Software,Master,0
51383,43.0,14.0,5653.0,Software,Bachelor,1
51384,27.0,0.0,7485.0,AI,Bachelor,0
51385,21.0,0.0,7628.0,Cloud,Bachelor,0
51386,24.0,0.0,7117.0,AI,Master,0
51387,57.0,30.0,4742.0,Web,Master,0
51388,44.0,20.0,7685.0,Data,Bachelor,0
51389,34.0,7.0,5618.0,Software,Master,0
51390,35.0,4.0,9385.0,Software,Master,0
51391,27.0,0.0,10485.0,Data,Master,0
51392,23.0,0.0,3411.0,Cloud,Bachelor,0
51393,52.0,21.0,11809.0,Web,Bachelor,0
51394,28.0,6.0,5845.0,AI,Master,0
51395,21.0,0.0,4586.0,,Master,0
51396,43.0,17.0,9392.0,Web,Master,0
51397,33.0,8.0,5939.0,AI,Bachelor,0
51398,22.0,0.0,6462.0,Cloud,Master,0
51399,48.0,25.0,9184.0,Web,Master,0
51400,21.0,0.0,8429.0,AI,Master,0
51401,29.0,7.0,2000.0,Web,Bachelor,0
51402,50.0,26.0,10779.0,Cloud,Master,0
51403,26.0,0.0,10163.0,Cloud,Bachelor,0
51404,29.0,0.0,6053.0,Software,Bachelor,0
51405,40.0,12.0,3638.0,AI,Master,0
51406,35.0,7.0,9012.0,Software,Bachelor,0
51407,50.0,27.0,10826.0,Software,Bachelor,0
51408,51.0,23.0,9527.0,Data,Bachelor,0
51409,53.0,23.0,8781.0,Software,Bachelor,1
51410,33.0,7.0,8241.0,Cloud,Bachelor,0
51411,35.0,4.0,12759.0,Data,Master,0
51412,32.0,9.0,9481.0,Data,Master,0
51413,39.0,18.0,5517.0,Software,Bachelor,0
51414,50.0,29.0,9753.0,Software,Master,0
51415,,22.0,7823.0,Data,Bachelor,1
51416,59.0,28.0,11323.0,Software,Master,1
51417,22.0,0.0,13046.0,Cloud,PhD,0
51418,56.0,30.0,9948.0,Data,Master,0
51419,37.0,14.0,2000.0,Web,Bachelor,0
51420,59.0,30.0,5302.0,Software,Master,0
51421,46.0,15.0,7319.0,Web,Bachelor,0
51422,43.0,,11438.0,Data,Bachelor,0
51423,60.0,30.0,5410.0,Data,Bachelor,0
51424,,3.0,5783.0,AI,Bachelor,0
51425,35.0,7.0,,Software,Master,0
51426,42.0,12.0,11069.0,Software,Bachelor,0
51427,26.0,4.0,2000.0,AI,Master,0
51428,23.0,0.0,13538.0,Software,Bachelor,0
51429,45.0,19.0,8486.0,AI,Master,0
51430,53.0,29.0,11156.0,AI,Bachelor,1
51431,22.0,0.0,5259.0,Web,Master,0
51432,23.0,0.0,10537.0,AI,Bachelor,0
51433,27.0,2.0,9168.0,Cloud,Bachelor,0
51434,22.0,0.0,5948.0,AI,Bachelor,0
51435,26.0,4.0,8643.0,Web,Master,0
51436,31.0,7.0,7270.0,AI,Master,0
51437,47.0,24.0,5320.0,Software,Bachelor,0
51438,35.0,11.0,9488.0,Data,Bachelor,0
51439,52.0,27.0,7151.0,Web,Bachelor,0
51440,46.0,23.0,11211.0,Software,Master,0
51441,50.0,26.0,7166.0,Web,Master,0
51442,28.0,4.0,7089.0,Cloud,Master,0
51443,38.0,7.0,9547.0,Data,Bachelor,1
51444,60.0,30.0,11198.0,Software,PhD,0
51445,33.0,8.0,11152.0,Data,Master,0
51446,21.0,0.0,10728.0,AI,Master,1
51447,48.0,21.0,8355.0,Data,Bachelor,1
51448,60.0,30.0,8686.0,Cloud,Master,0
51449,40.0,13.0,16299.0,Web,Master,0
51450,40.0,14.0,7712.0,AI,Bachelor,0
51451,26.0,0.0,12428.0,AI,Bachelor,0
51452,37.0,8.0,3423.0,Cloud,Master,0
51453,33.0,7.0,10644.0,AI,Master,1
51454,34.0,3.0,3743.0,Data,Master,0
51455,43.0,14.0,10466.0,Software,Master,0
51456,35.0,7.0,8514.0,Data,Bachelor,0
51457,25.0,0.0,11059.0,AI,Bachelor,0
51458,23.0,1.0,10299.0,Software,Bachelor,0
51459,45.0,16.0,8253.0,Cloud,Bachelor,1
51460,45.0,22.0,7194.0,Web,Bachelor,0
51461,23.0,0.0,10047.0,Data,Master,0
51462,23.0,0.0,4753.0,Data,Master,0
51463,33.0,5.0,9354.0,Cloud,Master,0
51464,28.0,0.0,11543.0,Data,Bachelor,0
51465,24.0,0.0,4262.0,Data,Master,0
51466,23.0,0.0,12077.0,Data,Bachelor,0
51467,21.0,0.0,11902.0,AI,Bachelor,0
51468,27.0,3.0,7638.0,Software,Master,0
51469,51.0,24.0,6050.0,AI,Bachelor,0
51470,37.0,10.0,11598.0,Data,Bachelor,0
51471,55.0,30.0,9408.0,Web,Master,0
51472,59.0,28.0,7895.0,Software,Bachelor,1
51473,30.0,9.0,7178.0,Software,Bachelor,0
51474,47.0,24.0,10636.0,Software,Master,0
51475,48.0,25.0,9270.0,Data,Master,0
51476,25.0,0.0,6977.0,Software,Bachelor,0
51477,27.0,1.0,6723.0,Software,Bachelor,0
51478,57.0,30.0,,Software,PhD,0
51479,41.0,19.0,5532.0,AI,Master,0
51480,35.0,13.0,2000.0,Data,Bachelor,0
51481,56.0,30.0,8175.0,Cloud,Master,1
51482,35.0,11.0,4746.0,Web,Bachelor,0
51483,43.0,14.0,8159.0,Data,Bachelor,0
51484,51.0,28.0,9354.0,Data,Master,0
51485,46.0,18.0,6234.0,AI,Bachelor,0
51486,55.0,30.0,11599.0,Data,Bachelor,0
51487,53.0,30.0,8725.0,Web,Master,1
51488,32.0,5.0,7699.0,Software,Master,0
51489,22.0,0.0,12491.0,Software,Master,0
51490,29.0,3.0,11305.0,Data,Bachelor,0
51491,42.0,14.0,11250.0,AI,Bachelor,0
51492,32.0,2.0,8827.0,Web,Bachelor,0
51493,28.0,0.0,8163.0,Web,Bachelor,0
51494,26.0,0.0,5701.0,Software,PhD,0
51495,57.0,30.0,10142.0,Data,Bachelor,0
51496,36.0,10.0,8465.0,Cloud,Bachelor,0
51497,42.0,20.0,5734.0,AI,PhD,1
51498,33.0,2.0,4587.0,Data,Bachelor,0
51499,21.0,0.0,11071.0,AI,Bachelor,0
51500,35.0,12.0,6802.0,Software,Bachelor,0
51501,34.0,11.0,2185.0,Cloud,Master,0
51502,23.0,0.0,8852.0,Web,Master,0
51503,40.0,17.0,11578.0,Data,Master,1
51504,52.0,28.0,5490.0,Data,Bachelor,0
51505,21.0,0.0,3973.0,Data,Bachelor,0
51506,53.0,27.0,9912.0,Data,Bachelor,0
51507,45.0,21.0,13522.0,Cloud,Master,1
51508,31.0,1.0,4553.0,Web,Bachelor,0
51509,30.0,6.0,8071.0,Web,Bachelor,0
51510,54.0,23.0,11563.0,Data,Bachelor,0
51511,37.0,11.0,10800.0,Data,Bachelor,0
51512,56.0,29.0,13432.0,Web,Master,0
51513,38.0,15.0,6684.0,,Bachelor,0
51514,47.0,18.0,5177.0,AI,Master,0
51515,44.0,14.0,8835.0,Web,Master,0
51516,53.0,27.0,6904.0,Software,Master,0
51517,31.0,4.0,6211.0,Software,Master,0
51518,58.0,27.0,10831.0,AI,Bachelor,0
51519,42.0,15.0,8984.0,Cloud,Bachelor,0
51520,34.0,,8031.0,Cloud,Bachelor,0
51521,50.0,20.0,9587.0,Data,Master,1
51522,22.0,0.0,9953.0,Cloud,Bachelor,0
51523,26.0,3.0,8276.0,Software,Bachelor,0
51524,46.0,25.0,11150.0,Software,Bachelor,1
51525,59.0,30.0,5140.0,Web,Master,0
51526,36.0,8.0,7180.0,Web,Bachelor,0
51527,28.0,6.0,8439.0,Cloud,Bachelor,0
51528,39.0,12.0,9111.0,Web,Master,0
51529,47.0,24.0,12078.0,AI,Master,0
51530,46.0,25.0,8500.0,Software,Bachelor,0
51531,44.0,15.0,12148.0,AI,Master,1
51532,59.0,29.0,9784.0,Data,Bachelor,0
51533,29.0,8.0,7846.0,Data,Bachelor,0
51534,46.0,24.0,9545.0,Data,Master,0
51535,48.0,18.0,8949.0,AI,,0
51536,46.0,20.0,9423.0,Web,Bachelor,0
51537,58.0,30.0,2138.0,Web,Bachelor,0
51538,31.0,1.0,6027.0,Software,Bachelor,0
51539,42.0,18.0,5934.0,Data,Master,0
51540,36.0,6.0,7268.0,Software,Bachelor,0
51541,33.0,10.0,5928.0,Cloud,Bachelor,0
51542,32.0,1.0,6743.0,Cloud,PhD,0
51543,58.0,30.0,11447.0,Web,Master,1
51544,50.0,29.0,10073.0,Software,Master,1
51545,54.0,28.0,6054.0,AI,PhD,0
51546,57.0,28.0,8188.0,Software,Master,0
51547,43.0,13.0,6627.0,Software,Master,0
51548,25.0,0.0,9992.0,Software,Bachelor,0
51549,39.0,11.0,10337.0,Software,Bachelor,0
51550,47.0,22.0,9119.0,AI,Bachelor,0
51551,56.0,30.0,6887.0,Web,Master,0
51552,53.0,30.0,9630.0,AI,Master,0
51553,28.0,0.0,3781.0,Data,Bachelor,0
51554,47.0,23.0,12374.0,Data,PhD,1
51555,40.0,11.0,2000.0,AI,Bachelor,0
51556,51.0,24.0,5480.0,AI,Bachelor,0
51557,46.0,18.0,5144.0,Software,Master,0
51558,55.0,24.0,6051.0,Software,Bachelor,0
51559,26.0,0.0,6750.0,AI,Master,0
51560,22.0,0.0,16711.0,Web,Master,0
51561,58.0,30.0,13410.0,Web,Master,1
51562,51.0,23.0,12325.0,AI,Master,0
51563,52.0,28.0,6646.0,AI,Bachelor,0
51564,55.0,28.0,11703.0,AI,Bachelor,1
51565,42.0,13.0,5323.0,AI,Master,1
51566,56.0,30.0,9197.0,Data,Bachelor,1
51567,25.0,0.0,7834.0,AI,Master,0
51568,21.0,0.0,8018.0,AI,Bachelor,0
51569,40.0,15.0,6392.0,Software,Bachelor,1
51570,39.0,17.0,6707.0,Data,Master,0
51571,58.0,30.0,5872.0,Data,Bachelor,0
51572,45.0,21.0,2000.0,Data,Master,0
51573,46.0,17.0,12028.0,AI,Bachelor,1
51574,21.0,0.0,7064.0,Cloud,Bachelor,0
51575,52.0,29.0,5822.0,Cloud,Master,1
51576,56.0,30.0,12457.0,Data,Bachelor,0
51577,44.0,23.0,3963.0,AI,Master,1
51578,23.0,0.0,9628.0,Data,PhD,0
51579,43.0,14.0,8557.0,Software,Master,0
51580,24.0,0.0,7193.0,Web,Bachelor,0
51581,59.0,29.0,5826.0,AI,Master,1
51582,39.0,13.0,7281.0,,Bachelor,0
51583,39.0,15.0,5677.0,Software,Master,0
51584,21.0,0.0,7411.0,Web,Bachelor,0
51585,37.0,15.0,10498.0,Software,Master,0
51586,48.0,21.0,8442.0,Data,Master,1
51587,33.0,11.0,11204.0,Data,Master,0
51588,60.0,30.0,8813.0,AI,Master,1
51589,43.0,20.0,11961.0,Software,Master,0
51590,40.0,14.0,14598.0,Web,Master,1
51591,40.0,12.0,8152.0,Software,Bachelor,0
51592,42.0,14.0,6564.0,Web,Bachelor,0
51593,35.0,14.0,4635.0,Cloud,Bachelor,0
51594,37.0,7.0,5488.0,AI,Master,0
51595,42.0,14.0,11756.0,Software,Master,0
51596,55.0,30.0,11411.0,AI,Bachelor,0
51597,23.0,0.0,7505.0,Cloud,Bachelor,0
51598,22.0,0.0,13619.0,AI,PhD,0
51599,48.0,22.0,12276.0,Data,Master,0
51600,45.0,16.0,5262.0,AI,Master,0
51601,49.0,28.0,6409.0,Web,Bachelor,0
51602,53.0,27.0,2512.0,Web,Bachelor,0
51603,38.0,16.0,11707.0,Data,Bachelor,0
51604,60.0,30.0,11141.0,Software,Master,1
51605,41.0,16.0,5425.0,Web,Bachelor,0
51606,38.0,16.0,5710.0,Software,Bachelor,0
51607,31.0,0.0,11038.0,Cloud,Bachelor,0
51608,34.0,6.0,6486.0,Software,Master,0
51609,29.0,6.0,11190.0,Software,Master,0
51610,57.0,29.0,7713.0,Cloud,Bachelor,0
51611,24.0,0.0,3627.0,AI,Bachelor,0
51612,33.0,3.0,2000.0,Web,Master,1
51613,42.0,17.0,12007.0,Web,Master,0
51614,38.0,17.0,4688.0,Data,Bachelor,0
51615,43.0,14.0,8311.0,AI,Bachelor,0
51616,56.0,30.0,12382.0,Data,Bachelor,0
51617,32.0,5.0,8697.0,Web,Bachelor,1
51618,36.0,6.0,7754.0,Web,Master,0
51619,38.0,7.0,2508.0,Web,Master,0
51620,27.0,0.0,6236.0,Software,Bachelor,0
51621,31.0,1.0,10597.0,AI,Bachelor,0
51622,34.0,6.0,10188.0,Cloud,Bachelor,0
51623,49.0,18.0,8269.0,Data,Master,0
51624,34.0,11.0,5117.0,Software,Bachelor,0
51625,48.0,27.0,11263.0,Data,PhD,0
51626,27.0,6.0,4880.0,AI,Bachelor,0
51627,58.0,27.0,9493.0,Web,Master,0
51628,31.0,5.0,11843.0,Software,Bachelor,0
51629,30.0,0.0,11116.0,Web,Bachelor,0
51630,46.0,16.0,7530.0,Software,Master,0
51631,48.0,27.0,10907.0,Data,Master,0
51632,59.0,30.0,5921.0,Data,Bachelor,0
51633,60.0,30.0,8679.0,Data,PhD,0
51634,21.0,0.0,8011.0,AI,Master,0
51635,23.0,0.0,5751.0,Web,Bachelor,0
51636,36.0,9.0,7458.0,Cloud,Bachelor,0
51637,42.0,13.0,5806.0,Data,Bachelor,0
51638,53.0,24.0,6931.0,Web,Master,0
51639,27.0,2.0,2000.0,AI,Master,0
51640,26.0,0.0,8632.0,Data,Master,0
51641,57.0,30.0,5099.0,Web,Bachelor,0
51642,32.0,8.0,10196.0,Cloud,Bachelor,0
51643,48.0,19.0,7488.0,Data,Bachelor,0
51644,39.0,8.0,7272.0,Data,Master,0
51645,47.0,18.0,5958.0,Web,Bachelor,0
51646,23.0,0.0,7231.0,Software,Bachelor,0
51647,56.0,30.0,6531.0,Web,Bachelor,1
51648,28.0,0.0,7074.0,AI,Bachelor,0
51649,22.0,0.0,12035.0,Cloud,Master,0
51650,49.0,18.0,14804.0,AI,Master,1
51651,52.0,24.0,7718.0,Web,Master,0
51652,42.0,16.0,13105.0,Cloud,Master,0
51653,43.0,22.0,11146.0,Data,Bachelor,0
51654,24.0,2.0,10475.0,Data,Bachelor,0
51655,43.0,21.0,8069.0,AI,Bachelor,0
51656,24.0,0.0,6934.0,AI,Bachelor,0
51657,24.0,3.0,10904.0,Web,Master,1
51658,22.0,0.0,7019.0,Data,Bachelor,0
51659,39.0,8.0,11287.0,Data,Bachelor,0
51660,24.0,1.0,9779.0,Data,Bachelor,0
51661,41.0,14.0,11164.0,Web,Bachelor,0
51662,30.0,5.0,2000.0,Web,PhD,0
51663,37.0,11.0,6551.0,Data,Bachelor,0
51664,31.0,5.0,10085.0,Data,Master,0
51665,52.0,26.0,8703.0,Software,Bachelor,0
51666,45.0,16.0,11408.0,AI,Master,0
51667,21.0,0.0,7541.0,Web,Master,0
51668,27.0,5.0,6423.0,Data,PhD,0
51669,53.0,23.0,2000.0,Cloud,Bachelor,0
51670,28.0,7.0,9279.0,Cloud,Master,0
51671,40.0,13.0,9027.0,Software,Master,0
51672,27.0,0.0,6391.0,Cloud,Master,0
51673,52.0,26.0,8348.0,AI,Bachelor,1
51674,41.0,18.0,4442.0,Data,Master,0
51675,48.0,22.0,9341.0,Software,Bachelor,0
51676,47.0,22.0,8132.0,AI,Master,1
51677,39.0,10.0,9645.0,Software,Master,0
51678,22.0,0.0,,AI,Bachelor,0
51679,60.0,30.0,8942.0,Web,Master,0
51680,30.0,5.0,6395.0,Software,Master,0
51681,48.0,20.0,12483.0,Software,Bachelor,0
51682,59.0,30.0,9501.0,Web,Master,0
51683,43.0,14.0,6170.0,Web,Master,0
51684,50.0,19.0,10201.0,AI,Bachelor,0
51685,38.0,14.0,8779.0,Data,Master,0
51686,42.0,12.0,2000.0,Data,Bachelor,0
51687,52.0,24.0,8792.0,Software,Bachelor,0
51688,49.0,26.0,13457.0,Web,Master,1
51689,41.0,15.0,14085.0,AI,Bachelor,1
51690,22.0,0.0,10278.0,Data,Bachelor,0
51691,60.0,30.0,10656.0,AI,Master,1
51692,21.0,0.0,5330.0,Web,Bachelor,0
51693,32.0,10.0,6479.0,Web,Bachelor,0
51694,35.0,12.0,2000.0,Software,Bachelor,0
51695,24.0,0.0,6564.0,AI,Master,0
51696,39.0,14.0,12173.0,Web,Master,0
51697,25.0,2.0,12869.0,Software,Bachelor,0
51698,58.0,,4031.0,Data,PhD,1
51699,49.0,23.0,9272.0,Cloud,Bachelor,1
51700,22.0,0.0,7913.0,Web,Bachelor,0
51701,27.0,6.0,6156.0,Software,Bachelor,0
51702,51.0,28.0,3710.0,AI,Bachelor,0
51703,47.0,22.0,9496.0,Software,Master,1
51704,43.0,16.0,10706.0,AI,Bachelor,0
51705,54.0,23.0,11020.0,AI,Master,1
51706,47.0,22.0,8939.0,Cloud,Bachelor,0
51707,53.0,30.0,2751.0,Cloud,Bachelor,0
51708,33.0,12.0,13360.0,AI,Master,0
51709,37.0,11.0,6091.0,AI,Master,0
51710,54.0,30.0,7052.0,Software,Bachelor,0
51711,58.0,30.0,10760.0,Web,Bachelor,0
51712,54.0,30.0,4669.0,Cloud,Bachelor,0
51713,37.0,11.0,7609.0,Web,Bachelor,0
51714,35.0,8.0,7286.0,Web,Master,0
51715,26.0,2.0,10964.0,AI,Bachelor,0
51716,44.0,13.0,2353.0,Software,PhD,0
51717,53.0,27.0,9055.0,AI,Master,0
51718,30.0,0.0,7855.0,AI,Bachelor,0
51719,43.0,22.0,10762.0,Data,Master,0
51720,22.0,0.0,2000.0,Cloud,Bachelor,0
51721,32.0,5.0,3107.0,Web,Bachelor,0
51722,34.0,5.0,5643.0,Data,Bachelor,0
51723,49.0,18.0,11062.0,Data,Bachelor,0
51724,21.0,0.0,10822.0,Cloud,Master,0
51725,32.0,4.0,7596.0,AI,Bachelor,0
51726,31.0,9.0,9025.0,Web,Bachelor,0
51727,47.0,25.0,7509.0,Software,PhD,0
51728,57.0,30.0,10082.0,Data,Bachelor,1
51729,23.0,2.0,3446.0,Software,PhD,1
51730,30.0,5.0,9730.0,AI,Master,0
51731,31.0,5.0,12954.0,Data,Bachelor,0
51732,51.0,27.0,8721.0,Software,Master,1
51733,40.0,12.0,7213.0,Data,Master,0
51734,33.0,5.0,8797.0,AI,Bachelor,0
51735,21.0,0.0,11288.0,Cloud,Bachelor,0
51736,54.0,30.0,9992.0,AI,Master,1
51737,24.0,0.0,10441.0,Software,Master,0
51738,59.0,30.0,8642.0,Data,PhD,0
51739,47.0,20.0,5480.0,Web,Master,0
51740,24.0,0.0,3996.0,AI,Bachelor,0
51741,43.0,19.0,10665.0,AI,Bachelor,0
51742,54.0,30.0,10855.0,AI,Master,0
51743,45.0,16.0,9922.0,Software,Master,0
51744,54.0,27.0,5441.0,Data,Master,0
